,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
2188,s2189,Movie,Ask Dr. Ruth,,,United States,2019-06-01,2019,TV-14,99 min,Documentaries,"Ask Dr. Ruth chronicles the incredible life of Dr. Ruth Westheimer, a Holocaust survivor who became America's most famous sex therapist. As her 90th birthday approaches, she revisits her painful past and career at the forefront of the sexual revolution."
2190,s2191,Movie,The Lonely Man,,,United States,2019-06-01,1957,TV-G,87 min,"Action, Adventure, Drama",The past-and the future-close in on a reformed gunslinger. The Lonely Man belongs to that saddlebag full of Westerns about a gunslinger coming to terms with his infamous past and uncertain future.
2194,s2195,Movie,Backtrace,,,United States,2019-05-23,2018,R,87 min,"Action, Adventure, Horror","Twenty years after a botched robbery, three grifters kidnap an amnesia patient to jog his memory and find the long-lost money."
2197,s2198,Movie,Ben Is Back,,,United States,2019-05-20,2018,R,103 min,Drama,Holly (Julia Roberts) is swept into a race against time after her 19-year old son (Lucas Hedges) returns home for Christmas â€“ and suddenly disappears.
2203,s2204,Movie,DriverX,,,,2019-05-11,2018,,99 min,Drama,"Follow rideshare driver Leonard on a voyage through LA's late-night, temptation-filled party scene, where you never know who's going to get into your car next."
2211,s2212,Movie,The Clovehitch Killer,,,United States,2019-05-04,2018,109 min,,"Drama, Horror, Mystery",A picture-perfect family is shattered when the work of a serial killer hits too close to home. Dylan McDermott stars in this chilling portrait of all-American evil.
2212,s2213,Movie,All That We Destroy,,,,2019-05-03,2019,TV-MA,85 min,"Horror, Thriller","A geneticist, who fears that her son may be becoming a serial killer, creates a group of clones in an attempt to cure him of his psychopathic tendencies by allowing him to relive the murder of his first victim."
2213,s2214,Movie,Welcome to Mercy,,,United States,2019-05-01,2018,104 min,,"Horror, Thriller",A young woman must fight against the unholy forces that possess her in this terrifying occult thriller.
2215,s2216,Movie,Border,,,"Sweden, Denmark",2019-04-24,2018,R,110 min,"International, Romance, Thriller",A customs officer who can smell fear develops an unusual attraction to a strange traveler while aiding a police investigation which will call into question her entire existence.
2216,s2217,Movie,Don't Go,,,Ireland,2019-04-24,2018,92 min,,"Drama, Horror, Mystery",Between dreams and reality lies a terrifying hidden truthâ€¦ A grieving father's nightmare holds the key to his daughter's death in this tantalizing psychological puzzle.
2217,s2218,Movie,The Sisters Brothers,,,"France, Spain, Romania, Belgium, United States",2019-04-22,2018,R,121 min,"Comedy, Crime, Drama","Based on Patrick Dewittâ€™s acclaimed novel, Eli and Charlie Sisters are hired to kill a prospector who has stolen from their boss. The story, a genre-hybrid with comedic elements, takes place in Oregon in 1851."
2219,s2220,Movie,Ring Science,,,,2019-04-18,2019,,,"Documentaries, Sports","Undefeated, former pound-for-pound champion, Andre Ward, breaks down the strengths and weaknesses of two fighters before their big fight as well as takes us through what each must accomplish in order to come out victorious."
2220,s2221,Movie,The Quake,,,Norway,2019-04-18,2018,PG-13,108 min,"Action, Adventure, Horror","From the people that brought you the hit thriller The Wave, this action spectacular forewarns a new catastrophic disaster when the city of Oslo is threatened by a devastating earthquake.Â Norwegian with English subtitles."
2226,s2227,Movie,Pledge,,,United States,2019-04-12,2018,78 min,,"Horror, Thriller","Three friends pledge a fraternity that's deadly serious about its secret rituals, turning their rush into a race for survival."
2227,s2228,Movie,Fantastic Fights,,,,2019-04-11,2019,,,"Documentaries, Sports",Fantastic Fights looks back at great and historic fights through the eyes of the fighters who set the ring on fire that very night.
2229,s2230,Movie,Tyrel,,,,2019-04-11,2018,,87 min,"Black Stories, Comedy, Drama","Tyler (Jason Mitchell) is the lone black man on a weekend getaway with hard partying white strangers. As the testosterone and alcohol get out of hand, Tyler's trip begins to feel like a nightmare."
2230,s2231,Movie,The Prospects,,,,2019-04-10,2019,,,"Documentaries, Sports",The Prospects takes a deep dive follow into the careers of boxing's next big superstars.
2231,s2232,Movie,Destroyer,,,United States,2019-04-09,2018,R,121 min,"Crime, Drama, Thriller","Destroyer is a gritty, riveting and complex crime thriller starring Oscar-winner Nicole Kidman in a virtuoso performance as a hardened detective worn down by the rigors of her job and the aftermath of an undercover FBI sting gone horribly wrong."
2233,s2234,Movie,I'm Just F*cking With You,,,United States,2019-04-01,2019,TV-MA,82 min,"Horror, Thriller",A young man and his sister endure a night of increasingly frightening practical jokes while spending the night at a secluded motel.
2234,s2235,Movie,Law of the Lawless,,,United States,2019-04-01,1964,TV-PG,87 min,"Action, Adventure","In Kansas during the 1880's, Clem Rogers known as the ""hanging judge"" arrives to try the son of the town's most influential man for murder. He refuses a bribe and is framed for a set-up crime."
2235,s2236,Movie,Chef Flynn,,,United States,2019-03-30,2018,82 min,,Documentaries,"Ten-year-old Flynn McGarry transforms his living room into a supper club using his classmates as line cooks. Achieving sudden fame, Flynn outgrows his bedroom kitchen and sets out to challenge the hierarchy of the culinary world."
2238,s2239,Movie,Monsters and Men,,,United States,2019-03-27,2018,R,96 min,"Black Stories, Crime, Drama","A bystander films the death of a black man at the hands of police, which sparks rising tensions in a New York neighborhood as some are moved to take a stand."
2239,s2240,Movie,If Beale Street Could Talk,,,United States,2019-03-26,2018,R,119 min,"Black Stories, Crime, Drama","Based on the novel by James Baldwin, ""If Beale Street Could Talk"" is a soulful drama about a young couple fighting for justice in the name of love and the promise of the American dream."
2242,s2243,Movie,The Last Race,,,United States,2019-03-21,2018,75 min,,Documentaries,"The DNA of NASCAR, independent stock car racing is a dying art thatâ€™s still hanging on at an iconic Long Island track. Electrifying racing footage is intertwined with the story of a small town trying to retain its identity."
2245,s2246,Movie,Assassination Nation,,,"United States, Canada",2019-03-18,2018,R,108 min,"Action, Comedy, LGBTQ+","After a malicious data hack exposes the secrets of the perpetually American town of Salem, chaos descends and four girls must fight to survive, while coping with the hack themselves."
2246,s2247,Movie,Divide and Conquer: The Story of Roger Ailes,,,United States,2019-03-17,2018,108 min,,"Documentaries, News","The rise and fall of Roger Ailes, controversial Fox News mogul and Republican king-maker. One of the most powerful and divisive figures in media, Ailes would go down in flames amid scandal, paranoia, and multiple sexual harassment allegations."
2247,s2248,Movie,Havana Street Party Presents Orishas,,,,2019-03-16,2019,TV-14,,"Documentaries, Latino, Music",Grammy-nominated(R) Cuban hip-hop trio Orishas perform in front of a live audience in Havanaâ€™s Parque Almendares.
2248,s2249,Movie,Tea With the Dames,,,United Kingdom,2019-03-16,2018,84 min,,Documentaries,"Spend a delightfully bawdy afternoon with 4 legends of British stage & cinema. Dames Maggie Smith, Judi Dench, Eileen Atkins, and Joan Plowright spill the tea on life, love, and art."
2249,s2250,Movie,Shoplifters,,,Japan,2019-03-14,2018,R,121 min,"Crime, Drama, International","On the margins of Tokyo, a dysfunctional band of outsiders is united by fierce loyalty and a penchant for petty theft. When the young son is arrested, secrets are exposed that upend their tenuous, below-the-radar existence."
2254,s2255,Movie,Puppies vs. the World,,,,2019-03-08,2017,TV-PG,,"Documentaries, News, Science & Technology","For a puppy, itâ€™s a big, brand-new world out there, full of obstacles, setbacks and amazing new experiences. And every new challenge is an opportunity for an ahh-inspiring, uproarious misadventure. Using comical user-generated clips, professional footage and fascinating factoids about puppy development, this endearing, hilarious, and informative new show highlights puppies trying to do the simplest tasks â€“ drink water, climb stairs, escape the clutches of a toddler â€“ all with varying degrees of success. Because when youâ€™re a puppy, itâ€™s you vs. the world."
2256,s2257,Movie,Voltron: Fleet Of Doom,,,,2019-03-08,1986,PG,65 min,"Action, Adventure, Anime",The heroes of both Voltron series join forces to fight an enemy that is threatening the entire universe.
2257,s2258,Movie,Can I Steal You for a Second?,,,United States,2019-03-07,2019,TV-14,,Reality,"Every season of â€™The Bachelorâ€™ packs in so much drama that itâ€™s difficult for viewers to remember it all. Colton Underwoodâ€™s season has been no different. It's been a long, winding journey, from the first night at the Bachelor mansion all the way to the famous and iconic fence jump in Portugal. Joined by Juliet Litman (host of The Ringerâ€™s â€˜Bachelor Partyâ€™ Podcast) and Lauren Zima (ET Live), Ben Higgins ('The Bachelor') and Rachel Lindsay ('The Bachelorette') are here to explain every important moment of his season and to describe what itâ€™s like to be the Bachelor, tell what the audience doesnâ€™t get to see, and share what the experience of being on â€™The Bachelorâ€™ is truly like. Rachel and Ben provide insight that only alumni of the franchise can offer."
2258,s2259,Movie,Treehouse,,,,2019-03-01,2019,TV-MA,88 min,Horror,"Celebu-chef Peter Rake escapes a scandal for a weekend at his familyâ€™s isolated vacation home, but there are debts to repay and Peter has to learn the lesson that a womanâ€™s place is anywhere that she chooses to beâ€¦ if he survives."
2259,s2260,Movie,Digging for Fire,,,United States,2019-02-28,2015,R,84 min,"Drama, Mystery",The discovery of a bone and a rusty old gun send a husband and wife on separate adventures over the course of a weekend.
2260,s2261,Movie,The Guilty,,,Denmark,2019-02-28,2018,R,88 min,"Crime, Drama, Horror","When a 911 dispatcher and former cop answers an emergency call from a kidnapped woman, he has to find a way to save her using just his phone and his wits in this pulse pounding, award-winning crime thriller. Danish, subtitled in English."
2262,s2263,Movie,Three Identical Strangers,,,"United Kingdom, United States",2019-02-26,2018,PG-13,120 min,"Documentaries, Drama, History",Identical triplets become separated at birth and adopted by three different families.
2264,s2265,Movie,The Panama Papers,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,2019-02-24,2018,TV-14,100 min,Documentaries,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk."
2270,s2271,Movie,False Flag,,,Israel,2019-02-14,2015,2 Seasons,,"Action, Adventure, Drama","Five Israeli citizens find themselves plunged into aÂ gripping international espionage affair overnight. TheseÂ ordinary people, going about their daily business, wakeÂ up one morning to discover that they are implicatedÂ in a ruthless kidnapping operation following theÂ disappearance of the Iranian Defence Minister whileÂ on a secret visit to Moscow. News bulletins repeatedlyÂ flash their names and passport photos on screen, linkingÂ them to video footage from the kidnapping."
